OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
2435,T0005,Bear Canyon #2 (Retired January 2016),1,Geysers Power Company LLC,Lake,22,"BCST1, BCST2",GEO,9/1/1988 12:00:00 AM,0,-122.691869394,38.7627905470001
2436,T0057,Fumarole #9-#10,1,Geysers Power Company LLC,Sonoma,110,"FUST10, FUST9",GEO,7/1/1973 12:00:00 AM,0,-122.766637822,38.796143059
2437,H0576,Clear Lake,0,Yolo County Flood Control & Water Conservation District,Lake,2.5,3381,WAT,1/1/1986 12:00:00 AM,0,-122.566654438,38.923549839
2438,S9051,Power Agency Northern California,0,Not Available,Lake,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.650953883,38.7704806240001
2439,G0213,Roseville Energy Park (REP),0,City of Roseville,Placer,267.2,"CT1, CT2, CT5 & CT6, STG1",NG,10/15/2007 12:00:00 AM,1,-121.382055391,38.792772799
2440,S9008,Foods Inc. United Natural,0,Not Available,Placer,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.283191895,38.8141288350001
2441,S9268,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #A),0,Not Available,Placer,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.331727639,38.9080399790001
2442,S9269,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #B),0,Not Available,Placer,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.30437484,38.8701187460001
2443,S9270,Lincoln Solar Millenium Fund LLC_(Nicholas Solar #C),0,Not Available,Placer,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.296850592,38.8725268810001
2444,E0004,SPI - Lincoln,0,Sierra Pacific Industries Inc,Placer,19.2,"GEN 2, GEN 3, GEN 4",WDS,6/1/1997 12:00:00 AM,0,-121.309738297,38.9030990200001
2445,E0099,Rio Bravo Rocklin,0,IHI Power Services Corp,Placer,24.3,Unit 1,WDS,6/1/1989 12:00:00 AM,0,-121.313477271,38.8318503610001
2446,E0225,Lincoln Landfill - WPWMA,0,Energy 2001 Inc,Placer,4.86,"Unit 1, Unit 2, Unit 3, Unit 4, Unit 5, Unit 6",LFG,11/8/2004 12:00:00 AM,0,-121.341706842,38.838139949
2447,G0382,Roseville,0,City of Roseville,Placer,50.4,"1, 2",NG,4/1/1986 12:00:00 AM,0,-121.323870949,38.810698399
2448,H0357,Newcastle,0,Pacific Gas & Electric (PG&E),Placer,11.5,Unit 943,WAT,10/28/1986 12:00:00 AM,0,-121.092978116,38.8352335220001
2449,H0569,Wise,0,Pacific Gas & Electric (PG&E),Placer,17.1,"Unit 1, Unit 2",WAT,3/4/1917 12:00:00 AM,0,-121.098521271,38.889778495
2450,H0096,Chili Bar,0,Sacramento Municipal Utility District (SMUD),El Dorado,7.02,1,WAT,3/1/1965 12:00:00 AM,0,-120.813144609,38.771826214
2451,H0167,El Dorado,0,El Dorado Irrigation District,El Dorado,20,"1, 2",WAT,1/26/1924 12:00:00 AM,0,-120.619148077,38.7935058640001
2452,H0422,Rock Creek L.P.,0,Hydroland,El Dorado,3.6,"1, 2",WAT,4/1/1986 12:00:00 AM,0,-120.778481565,38.7834169000001
2453,H0482,Slab Creek,0,Sacramento Municipal Utility District (SMUD),El Dorado,0.4,1,WAT,7/1/1983 12:00:00 AM,0,-120.698105563,38.7725535970001
2454,H0565,White Rock,0,Sacramento Municipal Utility District (SMUD),El Dorado,230,"Unit 1, Unit 2",WAT,6/1/1968 12:00:00 AM,0,-120.787358375,38.765306019
2455,H0081,Camino,0,Sacramento Municipal Utility District (SMUD),El Dorado,308,"1, 2, H1, H2",WAT,10/1/1963 12:00:00 AM,0,-120.53662065,38.82829407
2456,H0253,Jaybird,0,Sacramento Municipal Utility District (SMUD),El Dorado,154,"Unit 1, Unit 2",WAT,4/1/1961 12:00:00 AM,0,-120.531701022,38.834069003
2457,H0532,Union Valley,0,Sacramento Municipal Utility District (SMUD),El Dorado,46.7,Unit 1,WAT,10/1/1963 12:00:00 AM,0,-120.444325154,38.864308812
2458,H0255,Jones Fork,0,Sacramento Municipal Utility District (SMUD),El Dorado,11.5,Unit 1,WAT,6/1/1985 12:00:00 AM,0,-120.381869742,38.8502959630001
2459,H0414,Robbs Peak,0,Sacramento Municipal Utility District (SMUD),El Dorado,29.5,Unit 1,WAT,10/1/1965 12:00:00 AM,0,-120.378288461,38.896490886
2460,S9015,County of Lake,0,Not Available,Lake,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.919093604,39.1066585080001
2461,H0243,Indian Valley Dam,0,Yolo County Flood Control & Water Conservation District,Lake,3.01,"1641, 1642, 8332",WAT,10/1/1983 12:00:00 AM,0,-122.535566862,39.0788350030001
2462,S9019,Power Agency Northern CA,0,Not Available,Lake,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.627022702,38.9840763230001
2463,E0102,Wadham,0,Wadham Energy LP,Colusa,29,UNIT 1,AB,5/1/1990 12:00:00 AM,0,-122.11057227,39.105752528
2464,G0917,Feather River Peaker,0,"Gilroy Energy Center, LLC",Sutter,48.1,GL4JT1,NG,12/1/2002 12:00:00 AM,0,-121.609345817,39.1089844110001
2465,G0238,Greenleaf 1  Inc.,0,Calpine Greenleaf Inc,Sutter,60.7,"GL1JT1, GL1ST1, Unit A, Unit B",NG,3/1/1989 12:00:00 AM,0,-121.692428824,39.05241161
2466,G0779,Sutter Energy Center,0,"CCFC Sutter Energy, LLC",Sutter,551.8,"ST1CT1, ST1CT2, ST1ST1",NG,7/1/2001 12:00:00 AM,1,-121.6961839,39.05300714
2467,S9311,Pristine Sun Fund 8 Sutter PGE LLC_(2179_Smotherman),0,Not Available,Sutter,0.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.498550538,39.093933534
2468,E0237,Ostrom Road,0,G2 Energy (Ostrom Road) LLC,Yuba,3.2,"359, 361",LFG,2/1/2009 12:00:00 AM,0,-121.396934468,39.075384451
2469,H0083,Camp Far West,0,Sacramento Municipal Utility District (SMUD),Placer,6.8,1,WAT,2/1/1985 12:00:00 AM,0,-121.316978747,39.048792523
2470,H0054,Combie South (3 @ 500kW = 1.5MW),0,Nevada Irrigation District,Nevada,1.5,1,WAT,4/27/1984 12:00:00 AM,0,-121.059065463,39.0096261740001
2471,H0109,Combie North (550 kW),0,Nevada Irrigation District,Placer,0.3,6P,WAT,10/1/1987 12:00:00 AM,0,-121.058740537,39.0101758120001
2472,H0217,Halsey,0,Pacific Gas & Electric (PG&E),Placer,11,Unit 569,WAT,12/6/1916 12:00:00 AM,0,-121.041911586,38.9569644630001
2473,H0374,Oxbow,0,Placer County Water Agency,Placer,6,915,WAT,10/1/1966 12:00:00 AM,0,-120.746551288,39.0035434970001
2474,H0406,Ralston,0,Placer County Water Agency,Placer,79,914,WAT,10/1/1966 12:00:00 AM,0,-120.725053558,39.000971619
2475,H0275,Middle Fork American River,0,Placer County Water Agency,Placer,116,"UNIT 1, UNIT 2",WAT,10/1/1966 12:00:00 AM,0,-120.596357673,39.024737557
2476,H0195,French Meadows,0,Placer County Water Agency,Placer,15,911,WAT,10/1/1966 12:00:00 AM,0,-120.406094392,39.0779692150001
2477,H0228,Hell Hole,0,Placer County Water Agency,Placer,0.73,1,WAT,7/1/1983 12:00:00 AM,0,-120.408058947,39.056475854
2478,H0289,Loon Lake,0,Sacramento Municipal Utility District (SMUD),El Dorado,82,Unit 1,WAT,9/1/1971 12:00:00 AM,0,-120.32447771,38.9827109560001
2479,H0283,Lake Mendocino,0,City of Ukiah,Mendocino,3.5,"G1, G2",WAT,5/1/1987 12:00:00 AM,0,-123.185814432,39.1975539920001
2480,S9052,Community College Mendocino,0,Not Available,Mendocino,1,1,SUN,1/1/2012 12:00:00 AM,0,-123.223548125,39.1862509580001
2481,S9264,East Side Calpella 2MW PV Project (1) (2012 PV RFO - 1),0,Not Available,Mendocino,2,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-123.194756175,39.1430473830001
2482,S9265,Parducci 2MW PV Project (3) (2012 PV RFO - 1),0,Not Available,Mendocino,2,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-123.194756175,39.1430473830001
2483,S9266,Ruddick-2 2MW PV Project (4) (2012 PV RFO - 1),0,Not Available,Mendocino,2,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-123.194756175,39.1430473830001
2484,G0919,Yuba City Peaker,0,"Gilroy Energy Center, LLC",Sutter,48.1,GL3JT1,NG,7/1/2002 12:00:00 AM,0,-121.638685656,39.139169693
2485,S9032,Lomo Cold Storage LLC,0,Not Available,Sutter,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.63941682,39.219944495
2486,S9099,City of Yuba,0,Not Available,Sutter,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.636615984,39.1440940000001
2487,S9310,Pristine Sun Fund 1  LLC_(2127_Harris),0,Pristine Sun LLC,Butte,1.25,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.669484305,39.2921229500001
2488,G0239,Greenleaf 2  Inc.,0,Greenleaf Plants 1&2,Sutter,50,GL2JT1,NG,12/1/1989 12:00:00 AM,0,-121.639839888,39.136508206
2489,G0686,Yuba City Cogeneration Partners LP,0,Wellhead Services Inc,Sutter,49,GEN 1,NG,4/1/1990 12:00:00 AM,0,-121.638081438,39.1387272000001
2490,S9078,Yuba College,0,Not Available,Yuba,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.53399738,39.125119672
2491,H0348,Narrows 1,0,Yuba County Water Agency,Nevada,12,Unit 553,WAT,12/29/1942 12:00:00 AM,0,-121.27171239,39.236383549
2492,H0354,Narrows 2,0,Yuba County Water Agency,Yuba,55,1,WAT,6/5/1970 12:00:00 AM,0,-121.2703519,39.2390373380001
2493,H0005,Alta,0,Pacific Gas & Electric (PG&E),Placer,1,"1, 2",WAT,11/1/1902 12:00:00 AM,0,-120.803511509,39.2159809770001
2494,H0095,Chicago Park,0,Nevada Irrigation District,Nevada,44,UNIT 1,WAT,11/1/1965 12:00:00 AM,0,-120.891041826,39.17811549
2495,H0133,Deer Creek,0,Pacific Gas & Electric (PG&E),Nevada,5.5,1,WAT,5/1/1908 12:00:00 AM,0,-120.844158217,39.298118577
2496,H0156,Dutch Flat #1,0,Pacific Gas & Electric (PG&E),Placer,22,Unit 568,WAT,3/29/1943 12:00:00 AM,0,-120.835650407,39.2169673820001
2497,H0157,Dutch Flat 2,0,Nevada Irrigation District,Nevada,27.3,UNIT 1,WAT,11/1/1965 12:00:00 AM,0,-120.835323124,39.2183487200001
2498,H0347,Scotts Flat (860kW Nameplate Capacity),0,Nevada Irrigation District,Nevada,1,7P,WAT,2/1/1985 12:00:00 AM,0,-120.93250799,39.2721108210001
2499,H0424,Rollins,0,Nevada Irrigation District,Nevada,13.5,UNIT 1,WAT,8/1/1980 12:00:00 AM,0,-120.953256664,39.1342683070001
2500,H0154,Drum #1,0,Pacific Gas & Electric (PG&E),Placer,55.5,"Unit 563, Unit 564, Unit 565, Unit 566",WAT,11/26/1913 12:00:00 AM,0,-120.767290663,39.2568513960001
2501,H0155,Drum #2,0,Pacific Gas & Electric (PG&E),Placer,49.5,Unit 567,WAT,12/18/1965 12:00:00 AM,0,-120.766888796,39.257342812
2502,G0294,Kings Beach - Retired 12/31/2002,1,Sierra Pacific Resources,Placer,16.5,"Unit 1, Unit 2, Unit 3, Unit 4, Unit 5, Unit 6",OIL,1/1/1969 12:00:00 AM,0,-120.026746883,39.2460488500001
2503,E0039,Fort Bragg Western Wood Products - Retired December 2001,1,Georgia Pacific Corp,Mendocino,15,GEN1,WDS,1/1/1980 12:00:00 AM,0,-123.811041336,39.443831323
2504,H0401,Potter Valley,0,Pacific Gas & Electric (PG&E),Mendocino,9.46,"1, 2, 3",WAT,2/1/1939 12:00:00 AM,0,-123.127955517,39.361807377
2505,G0934,Colusa Generating Station,0,Pacific Gas & Electric (PG&E),Colusa,692,"166, 336, 337",NG,12/22/2010 12:00:00 AM,1,-122.269787154,39.365957935
2506,S9120,Roplast Industries Inc.,0,Not Available,Butte,1.2,1,SUN,1/1/2012 12:00:00 AM,0,-121.562372574,39.4775046830001
2507,S9183,Pristine Sun Fund 1  LLC_(2125_Jarvis),0,Not Available,Butte,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.566169806,39.4835982280001
2508,S9184,Pristine Sun Fund 1  LLC_(2094_Buzzelle),0,Not Available,Butte,1.25,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.563901713,39.387807008
2509,E0064,Pacific Oroville Power Inc (Retired 10/20/2012),1,Pacific Oroville Power Inc,Butte,18.76,"GEN 1, GEN 2",WDS,12/1/1985 12:00:00 AM,0,-121.565544601,39.4810209390001
2510,G0424,Oroville Cogeneration LP,0,Oroville Cogeneration LP,Butte,7.49,"GEN1, GEN2, GEN3, GEN4, GEN5, GEN6, GEN7",NG,5/1/1990 12:00:00 AM,0,-121.562851273,39.492174882
2511,H0352,Colgate,0,Yuba County Water Agency,Yuba,315,"1, 2",WAT,3/12/1970 12:00:00 AM,0,-121.188840042,39.330916487
2512,H0053,Fish Power (NPCap = 0.15MW - No Reporting RQD),0,Yuba County Water Agency,Yuba,0.15,HY1,WAT,6/1/1986 12:00:00 AM,0,-121.140498017,39.3901993530001
2513,H0351,Bowman,0,Nevada Irrigation District,Nevada,3.6,Unit 1,WAT,9/1/1986 12:00:00 AM,0,-120.653421741,39.44834109
2514,H0490,Spaulding #1,0,Pacific Gas & Electric (PG&E),Nevada,7.04,1,WAT,5/1/1928 12:00:00 AM,0,-120.644773015,39.3246221470001
2515,H0491,Spaulding #2,0,Pacific Gas & Electric (PG&E),Nevada,3.7,1,WAT,7/1/1928 12:00:00 AM,0,-120.645305714,39.324607278
2516,H0492,Spaulding #3,0,Pacific Gas & Electric (PG&E),Nevada,6.61,572,WAT,1/1/1929 12:00:00 AM,0,-120.635527457,39.33767536
2517,H0497,Stampede,0,United States Bureau of Reclamation,Sierra,3.65,"1, 2",WAT,1/1/1988 12:00:00 AM,0,-120.10452538,39.470408671
2518,H0178,Farad (Non-operational since 1997),1,Sierra Pacific Resources,Nevada,2.8,"1, 2",WAT,1/1/1933 12:00:00 AM,0,-120.031493816,39.419829174
2519,H0500,Stony Gorge,0,Silicon Valley Power,Glenn,5,"1, 2",WAT,4/1/1986 12:00:00 AM,0,-122.533234124,39.5868160370001
2520,S9007,Rice Mill Inc. Far West,0,Not Available,Butte,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.851795438,39.5509659370001
2521,H0510,Thermalito (Unit 1 HY Unit 2-3-4 Pumping-Generating),0,California Department of Water Resources,Butte,115.1,"1, 2, 3, 4",WAT,11/1/1968 12:00:00 AM,0,-121.63006617,39.514802677
2522,H0104,Coal Canyon,1,Pacific Gas & Electric (PG&E),Butte,0.9,1,WAT,12/1/1907 12:00:00 AM,0,-121.600505139,39.6050507850001
2523,E0248,Ameresco Butte County Neal Road Landfill,0,Ameresco Inc,Butte,1,Unit 1,LFG,11/23/2012 12:00:00 AM,0,-121.726416461,39.67463295
2524,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",0,California Department of Water Resources,Butte,644.25,"1, 2, 3, 4, 5, 6",WAT,3/1/1968 12:00:00 AM,0,-121.492268293,39.542894216
2525,H0263,Kelly Ridge,0,South Feather Water and Power,Butte,10,1,WAT,9/1/1963 12:00:00 AM,0,-121.49123526,39.531674407
2526,H0511,Thermalito Diversion Dam,0,California Department of Water Resources,Butte,2.97,TD1,WAT,7/1/1987 12:00:00 AM,0,-121.546332789,39.52875707
2527,S9185,Pristine Sun Fund 6 Butte PGE LLC_(2096_Cotton),0,Not Available,Butte,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.4593552,39.5083080520001
2528,H0191,Forbestown,0,South Feather Water and Power,Butte,39.7,1,WAT,10/1/1963 12:00:00 AM,0,-121.278720351,39.5509709680001
2529,H0427,Kanaka,0,Not Available,Butte,1.12,KAN1,WAT,12/1/1988 12:00:00 AM,0,-121.296195875,39.5589181490001
2530,H0573,Woodleaf,0,South Feather Water and Power,Butte,55,1,WAT,11/1/1963 12:00:00 AM,0,-121.204058955,39.553920121
2531,H0362,Deadwood Creek,0,Not Available,Yuba,2,1,WAT,12/1/1993 12:00:00 AM,0,-121.09576468,39.529995807
2532,H0484,Sly Creek,0,South Feather Water and Power,Butte,13.2,1,WAT,7/1/1983 12:00:00 AM,0,-121.119565992,39.580453499
2533,H0226,Lower Haypress Hydroelectric,0,Grey Rock LLC,Sierra,5,L GEN,WAT,1/1/1989 12:00:00 AM,0,-120.581680717,39.5656960590001
2534,H0623,Middle Haypress Hydroelectric,0,Grey Rock LLC,Sierra,5,U GEN,WAT,12/1/1988 12:00:00 AM,0,-120.596886808,39.56571567
2535,E0084,SPI - Loyalton - Shut Down 08/20/2010,1,Sierra Pacific Industries Inc,Sierra,20,GEN 1,WDS,9/1/1989 12:00:00 AM,0,-120.239716036,39.6701073790001
2536,C0023,Intermountain Power Project (UT),0,Los Angeles Department of Water & Power (LADWP),Millard,1800,"Unit 1, Unit 2",BIT,6/9/1986 12:00:00 AM,0,-112.579898511,39.5099460370001
2537,H0046,Black Butte,0,Silicon Valley Power,Tehama,6.4,1,WAT,1/1/1988 12:00:00 AM,0,-122.332345146,39.8148947130001
2538,H0235,Highline Canal,0,Silicon Valley Power,Glenn,0.5,1,WAT,3/1/1989 12:00:00 AM,0,-122.155679158,39.7623919370001
2539,S0583,Enerparc CA2,0,"Adapture Renewables, Inc.",Glenn,1.5,Unit 1,SUN,3/1/2016 12:00:00 AM,0,-122.176301499,39.6991647200001
2540,G1036,Sierra Nevada Brewing,0,Sierra Nevada Brewing Company,Butte,4,"Fuel Cell, Microturbines, Solar",OBG,5/1/2005 12:00:00 AM,0,-121.81586369,39.7237285950001
2541,S9021,City of Chico,0,Not Available,Butte,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.909206144,39.6960383690001
2542,S9186,Pristine Sun Fund 6 Butte PGE LLC_(2129_Ballard),0,Not Available,Butte,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-121.770299788,39.702040755
2543,H0092,Centerville,0,Pacific Gas & Electric (PG&E),Butte,7.3,"1, 2",WAT,6/1/1900 12:00:00 AM,0,-121.657425475,39.7888745060001
2544,H0287,Lime Saddle,0,Pacific Gas & Electric (PG&E),Butte,2,"1, 2",WAT,8/1/1906 12:00:00 AM,0,-121.570974998,39.6987592350001
2545,H0121,Cresta,0,Pacific Gas & Electric (PG&E),Butte,70,"Unit 541, Unit 542",WAT,11/23/1949 12:00:00 AM,0,-121.409781722,39.8259111240001
2546,H0395,Poe,0,Pacific Gas & Electric (PG&E),Butte,120,"Unit 548, Unit 549",WAT,10/26/1958 12:00:00 AM,0,-121.469748624,39.7228430660001
2547,H0209,Graeagle,0,Northern California Power Agency,Plumas,0.44,1,WAT,12/28/1981 12:00:00 AM,0,-120.632878768,39.754845731
2548,G0461,Portola - Retired 12/31/2002,1,Sierra Pacific Resources,Plumas,6,"1, 2, 3",OIL,1/1/1965 12:00:00 AM,0,-120.464205156,39.8039602040001
2549,S9313,Pristine Sun Fund 5 LLC_(2040_Alvares),0,Not Available,Tehama,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-122.17310083,39.9494214220001
2550,S9315,Pristine Sun Fund 5 LLC_(2039_Flournoy),0,Not Available,Tehama,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-122.173190762,39.9473497290001
2551,S9317,Pristine Sun Fund 5 LLC_(2020_Rolf),0,Not Available,Tehama,0.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-122.173918777,39.9366915740001
2552,H0130,DeSabla,0,Pacific Gas & Electric (PG&E),Butte,18.5,Unit 543,WAT,2/28/1963 12:00:00 AM,0,-121.632193421,39.870808901
2553,H0192,Forks of Butte Hydro Project,0,Hypower Inc,Butte,13.3,GEN 1,WAT,3/1/1992 12:00:00 AM,0,-121.631797076,39.8691836570001
2554,H0518,Toadtown,0,Pacific Gas & Electric (PG&E),Butte,1.8,1,WAT,4/1/1986 12:00:00 AM,0,-121.593361804,39.8934616340001
2555,H0023,Belden,0,Pacific Gas & Electric (PG&E),Plumas,117.9,Unit 552,WAT,9/14/1969 12:00:00 AM,0,-121.249406355,40.00751132
2556,H0052,Bucks Creek,0,Pacific Gas & Electric (PG&E),Plumas,58,"Unit 530, Unit 531",WAT,3/4/1928 12:00:00 AM,0,-121.327717195,39.91056394
2557,H0213,Grizzly,0,Silicon Valley Power,Plumas,21,1,WAT,11/1/1993 12:00:00 AM,0,-121.279287294,39.889231098
2558,H0417,Rock Creek,0,Pacific Gas & Electric (PG&E),Plumas,112,"Unit 550, Unit 551",WAT,3/1/1950 12:00:00 AM,0,-121.345343472,39.905174506
2559,E0081,SPI - Quincy,0,Sierra Pacific Industries Inc,Plumas,35.27,"GEN 1, GEN 2, GEN 3",WDS,12/1/1986 12:00:00 AM,0,-120.909055737,39.9412596330001
2560,T0077,Dixie Valley Geothermal (Nevada),0,Terra-Gen Dixie Valley LLC,Churchill,66.7,"Unit 1, Unit 2",GEO,7/5/1987 12:00:00 AM,0,-117.855282631,39.967273613
2561,H0428,Kekawaka,0,Kaweah River Power Authority,Trinity,5,KEK1,WAT,12/1/1989 12:00:00 AM,0,-123.509045967,40.0941199270001
2562,H0512,Three Forks Water Power Project,0,Norman Ross Burgess,Trinity,1.3,Unit 1,WAT,12/28/1984 12:00:00 AM,0,-123.523138347,40.1998378750001
2563,S9316,Pristine Sun Fund 5 LLC_(2158_Stroing),0,Not Available,Tehama,0.75,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-122.331448743,40.182663608
2564,G0897,Red Bluff,0,California Power Holdings LLC,Tehama,44.8,"Unit 1, Unit 10, Unit 11, Unit 12, Unit 13, Unit 14, Unit 15, Unit 16, Unit 2, Unit 3, Unit 4, Unit 5, Unit 6, Unit 7, Unit 8, Unit 9",NG,7/1/2001 12:00:00 AM,0,-122.212457026,40.1501817560001
2565,S9314,Pristine Sun Fund 5 LLC_(2119_Lvvorn),0,Not Available,Tehama,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-122.257432392,40.1777337020001
2566,S9318,Pristine Sun Fund 5 LLC_(2065_Rogers),0,Not Available,Tehama,0.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-122.18639714,40.0673199330001
